case,state_id,state,p_NN,p_NG,p_NB,p_GN,p_GG,p_GB,p_BN,p_BG,p_BB,part1_missing_prob,part1_good_prob,part1_bad_prob,part2_missing_prob,part2_good_prob,part2_bad_prob,defect_prob_if_assemble,best_action,best_action_kind,best_action_part,best_product_test,best_disassemble,one_step_cost,terminal_prob,continuation_prob,self_loop_if_repeated,value
1,38,GG:0.899999;BG:0.100001,0.0,0.0,0.0,0.0,0.899999,0.0,0.0,0.100001,0.0,0,0.899999,0.100001,0,1.0,0,0.1900009000,inspect_p1,inspect,1,,,2,0.0,1.0,0,10.555562
1,39,GG:0.809999;GB:0.09;BG:0.090001;BB:0.01,0.0,0.0,0.0,0.0,0.809999,0.09,0.0,0.090001,0.01,0,0.899999,0.100001,0,0.9,0.1,0.2710009000,inspect_p1,inspect,1,,,2,0.0,1.0,0,15.077781
1,40,GG:0.040889;GB:0.454313;BG:0.454319;BB:0.050479,0.0,0.0,0.0,0.0,0.040889,0.454313,0.0,0.454319,0.050479,0,0.495202,0.504798,0,0.495208,0.504792,0.9631999000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.254723
1,41,GG:0.08257;BG:0.91743,0.0,0.0,0.0,0.0,0.08257,0.0,0.0,0.91743,0.0,0,0.08257,0.91743,0,1.0,0,0.9256870000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.005089
1,42,GG:0.899999;GB:0.100001,0.0,0.0,0.0,0.0,0.899999,0.100001,0.0,0.0,0.0,0,1.0,0,0,0.899999,0.100001,0.1900009000,assemble_notest_disassemble,assemble,,0,1,8.09001,0.8099991,0.1900009,0,12.411155
1,43,GG:0.809999;GB:0.090001;BG:0.09;BB:0.01,0.0,0.0,0.0,0.0,0.809999,0.090001,0.0,0.09,0.01,0,0.9,0.1,0,0.899999,0.100001,0.2710009000,inspect_p1,inspect,1,,,2,0.0,1.0,0,15.077818
1,44,GG:0.040889;GB:0.454319;BG:0.454313;BB:0.050479,0.0,0.0,0.0,0.0,0.040889,0.454319,0.0,0.454313,0.050479,0,0.495208,0.504792,0,0.495202,0.504798,0.9631999000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.254853
1,45,GG:4.3e-05;GB:0.473664;BG:0.473664;BB:0.052629,0.0,0.0,0.0,0.0,4.3e-05,0.473664,0.0,0.473664,0.052629,0,0.473707,0.526293,0,0.473707,0.526293,0.9999613000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.866585
1,46,GG:9e-06;GB:0.999991,0.0,0.0,0.0,0.0,9e-06,0.999991,0.0,0.0,0.0,0,1.0,0,0,9e-06,0.999991,0.9999919000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.410909
1,47,GG:9e-06;BG:0.999991,0.0,0.0,0.0,0.0,9e-06,0.0,0.0,0.999991,0.0,0,9e-06,0.999991,0,1.0,0,0.9999919000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.555496
1,48,GG:0.473681;BG:0.526319,0.0,0.0,0.0,0.0,0.473681,0.0,0.0,0.526319,0.0,0,0.473681,0.526319,0,1.0,0,0.5736871000,inspect_p1,inspect,1,,,2,0.0,1.0,0,13.397682
1,49,GG:0.298892;GB:0.332102;BG:0.332106;BB:0.0369,0.0,0.0,0.0,0.0,0.298892,0.332102,0.0,0.332106,0.0369,0,0.630994,0.369006,0,0.630998,0.369002,0.7309972000,inspect_p1,inspect,1,,,2,0.0,1.0,0,23.390287
1,50,NG:0.900002;NB:0.099998,0.0,0.900002,0.099998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.900002,0.099998,,buy_p1_test,buy,1,,,6.666667,0.0,1.0,0,19.077692
1,51,GG:0.004245;GB:0.471671;BG:0.471676;BB:0.052408,0.0,0.0,0.0,0.0,0.004245,0.471671,0.0,0.471676,0.052408,0,0.475916,0.524084,0,0.475921,0.524079,0.9961795000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.803608
1,52,GG:0.473681;GB:0.526319,0.0,0.0,0.0,0.0,0.473681,0.526319,0.0,0.0,0.0,0,1.0,0,0,0.473681,0.526319,0.5736871000,inspect_p2,inspect,2,,,3,0.0,1.0,0,22.742763
1,53,GG:0.298892;GB:0.332106;BG:0.332102;BB:0.0369,0.0,0.0,0.0,0.0,0.298892,0.332106,0.0,0.332102,0.0369,0,0.630998,0.369002,0,0.630994,0.369006,0.7309972000,inspect_p1,inspect,1,,,2,0.0,1.0,0,23.39036
1,54,GN:0.900002;BN:0.099998,0.0,0.0,0.0,0.900002,0.0,0.0,0.099998,0.0,0.0,0,0.900002,0.099998,1.0,0,0,,inspect_p1,inspect,1,,,2,0.0,1.0,0,33.077765
1,55,GG:0.004245;GB:0.471676;BG:0.471671;BB:0.052408,0.0,0.0,0.0,0.0,0.004245,0.471676,0.0,0.471671,0.052408,0,0.475921,0.524079,0,0.475916,0.524084,0.9961795000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.803701
1,56,GG:9.1e-05;GB:0.999909,0.0,0.0,0.0,0.0,9.1e-05,0.999909,0.0,0.0,0.0,0,1.0,0,0,9.1e-05,0.999909,0.9999181000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.409063
1,57,GG:9.1e-05;BG:0.999909,0.0,0.0,0.0,0.0,9.1e-05,0.0,0.0,0.999909,0.0,0,9.1e-05,0.999909,0,1.0,0,0.9999181000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.554949
1,58,GG:4e-06;GB:0.473683;BG:0.473682;BB:0.052631,0.0,0.0,0.0,0.0,4e-06,0.473683,0.0,0.473682,0.052631,0,0.473687,0.526313,0,0.473686,0.526314,0.9999964000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.867184
1,59,GG:1e-06;GB:0.999999,0.0,0.0,0.0,0.0,1e-06,0.999999,0.0,0.0,0.0,0,1.0,0,0,1e-06,0.999999,0.9999991000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.41109
1,60,GG:1e-06;BG:0.999999,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.999999,0.0,0,1e-06,0.999999,0,1.0,0,0.9999991000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.555549
1,61,GG:0.040888;GB:0.454314;BG:0.454319;BB:0.050479,0.0,0.0,0.0,0.0,0.040888,0.454314,0.0,0.454319,0.050479,0,0.495202,0.504798,0,0.495207,0.504793,0.9632008000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.254745
1,62,GG:0.900002;GB:0.099998,0.0,0.0,0.0,0.0,0.900002,0.099998,0.0,0.0,0.0,0,1.0,0,0,0.900002,0.099998,0.1899982000,assemble_notest_disassemble,assemble,,0,1,8.08998,0.8100018,0.1899982,0,12.411026
1,63,GG:0.810002;GB:0.089998;BG:0.09;BB:0.01,0.0,0.0,0.0,0.0,0.810002,0.089998,0.0,0.09,0.01,0,0.9,0.1,0,0.900002,0.099998,0.2709982000,inspect_p1,inspect,1,,,2,0.0,1.0,0,15.077701
1,64,GG:0.000426;GB:0.47348;BG:0.473485;BB:0.052609,0.0,0.0,0.0,0.0,0.000426,0.47348,0.0,0.473485,0.052609,0,0.473906,0.526094,0,0.473911,0.526089,0.9996166000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.860813
1,65,GG:0.040888;GB:0.454319;BG:0.454314;BB:0.050479,0.0,0.0,0.0,0.0,0.040888,0.454319,0.0,0.454314,0.050479,0,0.495207,0.504793,0,0.495202,0.504798,0.9632008000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.254841
1,66,GG:0.900002;BG:0.099998,0.0,0.0,0.0,0.0,0.900002,0.0,0.0,0.099998,0.0,0,0.900002,0.099998,0,1.0,0,0.1899982000,inspect_p1,inspect,1,,,2,0.0,1.0,0,10.555542
1,67,GG:0.810002;GB:0.09;BG:0.089998;BB:0.01,0.0,0.0,0.0,0.0,0.810002,0.09,0.0,0.089998,0.01,0,0.900002,0.099998,0,0.9,0.1,0.2709982000,inspect_p1,inspect,1,,,2,0.0,1.0,0,15.077773
1,68,GG:0.000426;GB:0.473485;BG:0.47348;BB:0.052609,0.0,0.0,0.0,0.0,0.000426,0.473485,0.0,0.47348,0.052609,0,0.473911,0.526089,0,0.473906,0.526094,0.9996166000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.860908
1,69,GG:8e-06;GB:0.999992,0.0,0.0,0.0,0.0,8e-06,0.999992,0.0,0.0,0.0,0,1.0,0,0,8e-06,0.999992,0.9999928000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.410932
1,70,GG:8e-06;BG:0.999992,0.0,0.0,0.0,0.0,8e-06,0.0,0.0,0.999992,0.0,0,8e-06,0.999992,0,1.0,0,0.9999928000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.555502
1,71,GB:0.473685;BG:0.473684;BB:0.052631,0.0,0.0,0.0,0.0,0.0,0.473685,0.0,0.473684,0.052631,0,0.473685,0.526315,0,0.473684,0.526316,1.0000000000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.867241
1,72,GB:1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0,0,0,1.0,1.0000000000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.411112
1,73,BG:1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1.0,0,1.0,0,1.0000000000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.555556
1,74,GG:0.082567;BG:0.917433,0.0,0.0,0.0,0.0,0.082567,0.0,0.0,0.917433,0.0,0,0.082567,0.917433,0,1.0,0,0.9256897000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.005109
1,75,GG:0.47369;GB:0.52631,0.0,0.0,0.0,0.0,0.47369,0.52631,0.0,0.0,0.0,0,1.0,0,0,0.47369,0.52631,0.5736790000,inspect_p2,inspect,2,,,3,0.0,1.0,0,22.74256
1,76,GN:0.899998;BN:0.100002,0.0,0.0,0.0,0.899998,0.0,0.0,0.100002,0.0,0.0,0,0.899998,0.100002,1.0,0,0,,buy_p2_notest,buy,2,,,18,0.0,1.0,0,33.077783
1,77,GG:0.298896;GB:0.332098;BG:0.332105;BB:0.036901,0.0,0.0,0.0,0.0,0.298896,0.332098,0.0,0.332105,0.036901,0,0.630994,0.369006,0,0.631001,0.368999,0.7309936000,inspect_p1,inspect,1,,,2,0.0,1.0,0,23.390234
1,78,GG:4.3e-05;GB:0.473662;BG:0.473666;BB:0.052629,0.0,0.0,0.0,0.0,4.3e-05,0.473662,0.0,0.473666,0.052629,0,0.473705,0.526295,0,0.473709,0.526291,0.9999613000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.866557
1,79,GG:0.082567;GB:0.917433,0.0,0.0,0.0,0.0,0.082567,0.917433,0.0,0.0,0.0,0,1.0,0,0,0.082567,0.917433,0.9256897000,inspect_p2,inspect,2,,,3,0.0,1.0,0,31.55152
1,80,GG:0.47369;BG:0.52631,0.0,0.0,0.0,0.0,0.47369,0.0,0.0,0.52631,0.0,0,0.47369,0.52631,0,1.0,0,0.5736790000,inspect_p1,inspect,1,,,2,0.0,1.0,0,13.397622
1,81,NG:0.899998;NB:0.100002,0.0,0.899998,0.100002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.899998,0.100002,,buy_p1_notest,buy,1,,,4,0.0,1.0,0,19.077853
1,82,GG:0.298896;GB:0.332105;BG:0.332098;BB:0.036901,0.0,0.0,0.0,0.0,0.298896,0.332105,0.0,0.332098,0.036901,0,0.631001,0.368999,0,0.630994,0.369006,0.7309936000,inspect_p1,inspect,1,,,2,0.0,1.0,0,23.390372
1,83,GG:4.3e-05;GB:0.473666;BG:0.473662;BB:0.052629,0.0,0.0,0.0,0.0,4.3e-05,0.473666,0.0,0.473662,0.052629,0,0.473709,0.526291,0,0.473705,0.526295,0.9999613000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.866637
1,84,GG:0.082571;GB:0.917429,0.0,0.0,0.0,0.0,0.082571,0.917429,0.0,0.0,0.0,0,1.0,0,0,0.082571,0.917429,0.9256861000,inspect_p2,inspect,2,,,3,0.0,1.0,0,31.55143
1,85,GG:0.899998;BG:0.100002,0.0,0.0,0.0,0.0,0.899998,0.0,0.0,0.100002,0.0,0,0.899998,0.100002,0,1.0,0,0.1900018000,inspect_p1,inspect,1,,,2,0.0,1.0,0,10.555569
1,86,GG:0.809998;GB:0.09;BG:0.090002;BB:0.01,0.0,0.0,0.0,0.0,0.809998,0.09,0.0,0.090002,0.01,0,0.899998,0.100002,0,0.9,0.1,0.2710018000,inspect_p1,inspect,1,,,2,0.0,1.0,0,15.077783
1,87,GG:0.473691;GB:0.526309,0.0,0.0,0.0,0.0,0.473691,0.526309,0.0,0.0,0.0,0,1.0,0,0,0.473691,0.526309,0.5736781000,inspect_p2,inspect,2,,,3,0.0,1.0,0,22.742538
1,88,GG:0.473685;BG:0.526315,0.0,0.0,0.0,0.0,0.473685,0.0,0.0,0.526315,0.0,0,0.473685,0.526315,0,1.0,0,0.5736835000,inspect_p1,inspect,1,,,2,0.0,1.0,0,13.397656
1,89,GN:0.899997;BN:0.100003,0.0,0.0,0.0,0.899997,0.0,0.0,0.100003,0.0,0.0,0,0.899997,0.100003,1.0,0,0,,buy_p2_notest,buy,2,,,18,0.0,1.0,0,33.077786
1,90,GG:0.040889;GB:0.45431;BG:0.45432;BB:0.050481,0.0,0.0,0.0,0.0,0.040889,0.45431,0.0,0.45432,0.050481,0,0.495199,0.504801,0,0.495209,0.504791,0.9631999000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.254756
1,91,GG:4e-06;GB:0.47368;BG:0.473685;BB:0.052631,0.0,0.0,0.0,0.0,4e-06,0.47368,0.0,0.473685,0.052631,0,0.473684,0.526316,0,0.473689,0.526311,0.9999964000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.867141
1,92,GG:0.082571;BG:0.917429,0.0,0.0,0.0,0.0,0.082571,0.0,0.0,0.917429,0.0,0,0.082571,0.917429,0,1.0,0,0.9256861000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.005082
1,93,GG:0.899998;GB:0.100002,0.0,0.0,0.0,0.0,0.899998,0.100002,0.0,0.0,0.0,0,1.0,0,0,0.899998,0.100002,0.1900018000,assemble_notest_disassemble,assemble,,0,1,8.09002,0.8099982,0.1900018,0,12.411194
1,94,GG:0.809998;GB:0.090002;BG:0.09;BB:0.01,0.0,0.0,0.0,0.0,0.809998,0.090002,0.0,0.09,0.01,0,0.9,0.1,0,0.899998,0.100002,0.2710018000,inspect_p1,inspect,1,,,2,0.0,1.0,0,15.077853
1,95,GG:0.473685;GB:0.526315,0.0,0.0,0.0,0.0,0.473685,0.526315,0.0,0.0,0.0,0,1.0,0,0,0.473685,0.526315,0.5736835000,inspect_p2,inspect,2,,,3,0.0,1.0,0,22.742673
1,96,NG:0.899997;NB:0.100003,0.0,0.899997,0.100003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.899997,0.100003,,buy_p1_notest,buy,1,,,4,0.0,1.0,0,19.077892
1,97,GG:0.473691;BG:0.526309,0.0,0.0,0.0,0.0,0.473691,0.0,0.0,0.526309,0.0,0,0.473691,0.526309,0,1.0,0,0.5736781000,inspect_p1,inspect,1,,,2,0.0,1.0,0,13.397616
1,98,GG:0.040889;GB:0.45432;BG:0.45431;BB:0.050481,0.0,0.0,0.0,0.0,0.040889,0.45432,0.0,0.45431,0.050481,0,0.495209,0.504791,0,0.495199,0.504801,0.9631999000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.254942
1,99,GG:4e-06;GB:0.473685;BG:0.47368;BB:0.052631,0.0,0.0,0.0,0.0,4e-06,0.473685,0.0,0.47368,0.052631,0,0.473689,0.526311,0,0.473684,0.526316,0.9999964000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.867236
1,100,GG:0.473679;BG:0.526321,0.0,0.0,0.0,0.0,0.473679,0.0,0.0,0.526321,0.0,0,0.473679,0.526321,0,1.0,0,0.5736889000,inspect_p1,inspect,1,,,2,0.0,1.0,0,13.397696
1,101,GG:0.29889;GB:0.332101;BG:0.332109;BB:0.0369,0.0,0.0,0.0,0.0,0.29889,0.332101,0.0,0.332109,0.0369,0,0.630991,0.369009,0,0.630999,0.369001,0.7309990000,inspect_p1,inspect,1,,,2,0.0,1.0,0,23.39029
1,102,GG:0.899997;BG:0.100003,0.0,0.0,0.0,0.0,0.899997,0.0,0.0,0.100003,0.0,0,0.899997,0.100003,0,1.0,0,0.1900027000,inspect_p1,inspect,1,,,2,0.0,1.0,0,10.555576
1,103,GG:0.809997;GB:0.09;BG:0.090003;BB:0.01,0.0,0.0,0.0,0.0,0.809997,0.09,0.0,0.090003,0.01,0,0.899997,0.100003,0,0.9,0.1,0.2710027000,inspect_p1,inspect,1,,,2,0.0,1.0,0,15.077786
1,104,GN:0.899996;BN:0.100004,0.0,0.0,0.0,0.899996,0.0,0.0,0.100004,0.0,0.0,0,0.899996,0.100004,1.0,0,0,,buy_p2_notest,buy,2,,,18,0.0,1.0,0,33.077789
1,105,GG:0.004245;GB:0.471667;BG:0.471678;BB:0.05241,0.0,0.0,0.0,0.0,0.004245,0.471667,0.0,0.471678,0.05241,0,0.475912,0.524088,0,0.475923,0.524077,0.9961795000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.803613
1,106,GB:0.473682;BG:0.473687;BB:0.052631,0.0,0.0,0.0,0.0,0.0,0.473682,0.0,0.473687,0.052631,0,0.473682,0.526318,0,0.473687,0.526313,1.0000000000,inspect_p1,inspect,1,,,2,0.0,1.0,0,27.867175
1,107,GG:0.473679;GB:0.526321,0.0,0.0,0.0,0.0,0.473679,0.526321,0.0,0.0,0.0,0,1.0,0,0,0.473679,0.526321,0.5736889000,inspect_p2,inspect,2,,,3,0.0,1.0,0,22.742808
1,108,GG:0.29889;GB:0.332109;BG:0.332101;BB:0.0369,0.0,0.0,0.0,0.0,0.29889,0.332109,0.0,0.332101,0.0369,0,0.630999,0.369001,0,0.630991,0.369009,0.7309990000,inspect_p1,inspect,1,,,2,0.0,1.0,0,23.390437
1,109,GG:0.899997;GB:0.100003,0.0,0.0,0.0,0.0,0.899997,0.100003,0.0,0.0,0.0,0,1.0,0,0,0.899997,0.100003,0.1900027000,assemble_notest_disassemble,assemble,,0,1,8.09003,0.8099973,0.1900027,0,12.411237
